userId,bookIndex,score
78740,785,2
9418,2139,2
31170,371,3
78040,2171,5
52582,817,2
68250,1775,3
27877,629,3
46808,491,1
23339,463,5
40971,1558,2
12674,1682,4
60558,1586,1
21283,1760,3
54164,700,3
72146,1788,2
30921,1007,5
13437,501,4
12228,552,5
3146,957,1
54122,1601,4
14000,527,2
74552,1812,4
13562,1788,1
8846,1479,4
27087,367,5
43096,1642,5
73757,1723,1
71723,734,4
52573,1663,2
73529,434,5
21040,285,3
78873,751,2
16431,2155,5
77483,2241,5
1184,1457,2
32505,1572,4
46202,444,4
27248,2313,1
57365,1577,4
58219,981,4
77634,2108,3
7064,289,3
79,2126,4
72604,788,5
58796,937,4
68999,1544,2
2629,2268,5
38259,774,1
41042,1627,5
75878,1402,2
23854,1461,2
66599,422,5
33812,246,5
72922,2150,5
11495,748,4
16766,721,5
3719,559,4
59989,896,5
42166,2025,1
6969,440,2
23685,1307,1
19027,160,3
79172,1719,2
21794,1874,2
79085,961,5
4201,2247,3
25330,2241,5
29766,1638,4
44858,925,2
33396,5,2
56738,1187,2
31956,1293,3
27378,1386,5
11704,262,2
17780,1950,5
62410,984,1
32172,92,2
34367,903,3
2264,181,5
6391,1344,5
26220,2053,5
32442,212,4
31047,338,5
70124,1715,2
2638,700,5
72165,1821,3
11574,140,2
53869,385,5
60000,1825,5
1960,516,4
372,1775,2
67223,413,5
68929,772,1
9163,1098,5
47055,973,5
24149,2321,5
65465,2132,1
14227,913,2
41887,429,1
64402,537,4
19649,894,1
60762,264,1
54591,294,5
73469,806,4
10371,1820,5
14266,863,2
45099,2062,4
26548,1476,2
61886,627,2
50363,70,4
64398,1392,4
21568,2100,4
43400,728,1
36714,219,5
7518,179,2
8710,43,2
57631,152,2
5202,834,4
75535,2228,3
4143,964,5
50827,1323,2
28249,637,1
13350,1438,2
6128,1910,2
12,1862,5
7327,574,3
79098,627,5
444,1603,1
55204,1063,1
55507,1142,5
79770,1606,3
40108,1100,5
2093,42,1
21867,1431,2
19436,1083,1
69205,2145,4
67523,847,5
79429,873,2
57155,420,1
14683,2043,2
25013,1225,3
66457,1566,5
66520,1295,5
23598,2155,3
2369,340,1
66451,1171,4
8970,1563,4
4501,1096,1
10028,444,1
40263,824,4
19770,1816,5
60753,1643,5
38567,1457,5
51345,395,5
60903,2187,1
11073,966,4
57105,1561,4
32386,582,5
73351,542,3
78909,1851,1
9316,304,2
20162,1447,1
15872,1457,5
67785,205,4
20798,1023,4
3403,1679,4
12505,660,4
50122,591,4
35298,154,3
40478,620,4
22647,1940,1
54044,797,3
60005,2196,1
4640,948,3
40482,1167,4
29662,54,5
55263,1759,2
41510,1086,1
387,328,1
34125,1472,5
64674,1896,3
16708,723,2
43030,2057,4
35455,1898,2
74369,550,1
8030,1816,5
40630,1009,5
11729,1348,5
59435,866,5
52522,169,2
29341,1961,1
27769,2172,2
68148,2104,4
59567,170,5
40611,1695,1
30391,2152,3
10762,2228,3
51492,1370,5
62412,1491,5
57424,1854,3
47086,958,2
36466,1793,3
37677,2054,2
1621,524,1
14615,1464,5
1426,2263,3
65010,861,1
7298,1439,5
78781,2242,2
17907,1691,3
73513,1720,4
64628,1913,1
63566,1114,5
36252,2162,2
75535,1683,5
41633,1396,1
39972,174,4
41471,745,5
46840,1249,1
37467,1828,4
44194,1081,1
74435,379,5
28753,786,3
45634,1366,2
48747,1285,1
74629,832,1
24486,2045,1
55483,1947,2
14443,999,5
60362,1502,5
56602,1509,5
37663,734,5
25663,1791,3
47353,541,1
58347,2024,1
63727,1422,3
66691,170,3
20943,214,2
68575,836,5
11136,105,1
10139,2249,1
19816,908,5
71462,1862,2
18774,1581,4
45387,1195,2
65314,1769,3
23327,1631,3
55166,1511,5
2865,2100,1
3309,552,1
18197,566,3
11811,203,5
3377,326,3
62989,1658,2
66636,137,4
53189,1834,2
55378,1019,1
76689,1009,2
19104,2114,5
32813,261,2
71512,976,5
2843,78,2
3641,2186,3
12281,1239,4
56636,1570,2
77876,913,1
55584,554,3
14526,1424,2
66169,1615,4
55142,1910,1
2747,1462,5
22677,55,2
33771,907,3
30984,2149,3
44370,118,1
23740,1905,4
59836,193,2
36451,393,2
22100,821,3
20126,95,5
21787,2162,2
31505,818,1
75944,1882,2
62837,1190,2
27519,2314,4
48202,1309,4
49841,2280,4
27805,136,4
46145,720,5
41188,5,2
55823,1168,2
25553,705,5
10068,1843,4
6779,425,3
38923,937,5
39893,2201,1
60749,1372,2
34245,1951,4
76260,1430,4
35304,1751,4
46302,1256,1
60669,1155,3
45706,1393,3
76796,225,3
48941,461,1
69651,1682,3
30622,1874,4
60567,710,1
13465,1770,3
31975,1364,1
56827,2158,1
46276,2027,5
9674,1803,2
33024,2020,3
46089,1510,4
78533,614,3
77832,1153,5
44145,1635,1
667,904,1
2621,843,2
22999,769,5
51845,487,5
66799,200,5
78960,576,2
25277,1231,3
77920,746,2
39759,72,5
22426,1148,2
12400,1452,1
5001,1727,5
61741,1847,1
66113,12,4
29794,1616,4
70691,1451,5
35251,1129,5
6920,308,2
54835,990,4
45065,785,4
10532,888,4
22138,1101,3
31366,1548,1
71037,866,3
52244,1092,1
54243,1037,2
55254,478,5
58297,2091,4
38875,2098,2
60506,79,4
25392,1058,5
62929,449,4
52025,1606,3
5071,1950,4
38049,1056,3
40699,2241,5
77767,457,3
29866,1019,5
78441,1037,4
61676,691,5
79446,1313,5
64964,1083,5
52897,334,2
7522,1148,3
60966,1396,2
3514,1714,5
40800,1163,2
467,880,3
6525,43,4
33239,1674,1
44876,1634,1
57931,2039,1
6864,614,1
29411,640,2
79821,1634,1
56613,1497,3
42613,597,1
37704,1860,2
8228,2110,4
42109,649,3
11324,754,1
24071,948,3
53898,1651,4
20694,759,5
77222,797,4
62623,2218,5
26425,942,5
68537,1150,3
30048,818,4
14333,1006,3
3527,651,2
41107,1057,3
26117,1277,2
36780,542,2
37366,1558,3
78420,880,4
38818,1480,3
28847,1482,3
61979,281,5
58998,1000,1
3967,2149,5
79063,1846,3
50517,819,3
77372,117,2
25216,2073,2
13931,473,4
30217,181,4
75664,2001,5
69502,2194,5
10419,1878,4
8975,1082,1
44639,1772,2
22166,2239,5
47521,1943,2
28562,1634,4
5310,1630,3
33102,884,1
3983,496,5
50671,520,5
64093,1408,4
57322,1090,1
40257,268,3
22823,860,1
12504,1033,4
25468,405,5
53548,1046,3
50477,70,2
65866,135,1
74116,712,5
40781,448,3
40641,536,4
9332,1974,1
75707,1231,3
33632,173,3
24097,1752,4
4784,1042,5
24339,290,1
33531,1754,5
10595,278,5
50169,1331,1
55657,1000,1
50850,1129,1
51100,1866,5
43748,322,2
18434,1087,1
4495,683,1
23132,2259,1
65071,1741,1
14089,1402,5
11761,995,2
57872,1499,2
1630,1711,5
67103,1023,2
31183,2113,2
27779,70,3
50549,1349,4
37250,2139,2
13354,1315,2
66350,1052,5
47630,1181,2
34915,216,1
24560,1820,3
55899,2256,5
26133,2278,2
40500,536,5
43186,1689,1
42067,1810,2
24421,682,2
67113,1506,2
20978,696,1
18043,1378,1
3594,677,1
78489,128,4
13230,343,3
55184,1407,3
56743,1489,3
15779,1448,4
56638,40,5
68634,432,2
18111,1100,4
45327,2136,4
45927,1892,1
69188,2265,5
17811,1706,4
70277,261,5
48422,1651,2
46621,1176,4
68384,1639,5
47344,1243,3
73739,822,4
4133,1684,2
71346,2246,4
47061,798,5
63414,963,2
24969,410,1
53185,1710,1
67930,1474,1
14000,564,3
46091,225,1
14089,877,4
6191,1930,2
27830,1375,5
47336,907,5
2496,1122,3
57623,51,2
42015,1854,1
7361,2327,3
68260,32,3
65641,383,1
62851,1027,5
69479,1722,5
32268,572,4
34727,1977,3
50378,133,4
4766,1303,4
75055,1939,1
74644,820,2
59191,1082,1
45206,1558,3
46066,568,2
29974,802,5
57467,1736,4
62132,1636,2
57906,792,1
32840,2167,5
71380,267,5
27860,1836,2
37951,129,2
7908,1393,4
5174,158,1
10595,878,5
64727,789,4
13064,1343,5
56275,692,5
68495,574,1
43662,2215,3
13749,1729,5
25688,1687,5
19563,1109,3
2299,1372,4
63858,1502,1
51175,2018,4
20278,683,5
33895,987,2
40926,2064,5
65372,96,4
3488,257,4
19932,184,1
21982,1001,4
53200,1623,1
40276,1256,4
19193,154,5
78396,1530,2
57504,1349,5
27062,938,5
46603,1730,5
7736,717,2
39041,2019,4
203,719,4
16631,540,2
79273,411,5
16090,369,1
53086,1850,3
44912,89,5
34799,1108,4
73989,954,3
44036,2230,5
9110,221,3
15607,387,5
48139,2106,3
72058,1407,5
12831,1998,4
76818,793,3
70080,499,1
52381,1627,2
63502,1263,1
47380,685,5
65453,658,5
39600,933,3
41590,290,2
10256,298,4
67461,754,5
24801,109,3
57363,2245,4
4068,1263,2
37552,524,2
20174,474,2
4903,964,5
76354,53,1
61869,259,2
43112,680,5
34982,2114,5
62738,174,5
68989,1691,1
72490,2058,4
72928,1598,1
57614,2017,3
2213,1156,5
70974,854,2
31971,1810,2
12623,1831,4
76227,1636,3
11940,1212,3
42451,1821,5
27211,292,3
57269,2040,1
206,726,4
50246,1925,5
31207,99,5
19853,1531,1
18166,1601,4
24293,497,1
19277,214,5
7727,1344,3
42981,515,3
58346,36,5
32425,1161,5
32913,880,2
77221,1615,1
41601,736,5
55779,246,3
64851,1527,4
58742,584,4
64884,1384,4
16236,531,1
51166,2305,1
14967,170,3
5836,1991,5
37231,677,4
46475,810,4
70299,710,2
64110,942,3
11694,1540,2
43481,1809,4
41338,477,2
77775,772,1
34756,389,1
15606,420,2
31907,1794,4
57687,305,2
60228,1849,2
74903,1676,1
69454,2207,3
78194,1385,3
37822,903,2
73338,993,5
72630,1784,2
18852,1832,3
44560,1471,4
29649,1171,5
2015,2141,3
54739,1688,4
9791,2084,2
32117,612,2
71242,643,2
73301,1011,3
7110,723,4
77342,2223,4
76213,1690,2
75761,1854,1
15407,2292,4
76123,1784,3
53817,371,1
79627,298,5
62328,1585,3
59623,2314,3
43385,1899,5
16278,463,3
59521,947,4
12967,103,1
25907,335,2
17846,380,5
25985,385,4
42894,979,1
1370,764,3
37049,1194,1
40573,1863,1
34117,1702,1
29882,537,4
76083,1327,4
1095,1277,4
76200,1078,2
13020,1567,2
19896,1490,5
34754,1664,3
70256,468,2
47425,393,5
43719,337,5
26482,1135,4
4931,489,3
6413,1007,1
11252,404,2
68426,1266,4
8381,1189,4
58523,2224,1
77868,1570,1
8287,997,3
72222,305,2
15889,1650,4
46476,948,1
26042,418,5
77080,729,4
75791,1398,3
49695,1895,4
31770,355,5
24824,345,2
4913,1956,1
59313,793,4
24925,430,2
13219,832,5
24815,1052,2
43085,2096,5
78628,47,3
7040,624,4
68802,1115,5
18518,825,1
8698,1738,1
514,1853,2
26563,749,3
34024,938,5
31497,1682,2
66458,365,4
52251,60,2
1387,662,5
58757,1483,1
9451,178,5
55619,946,2
63329,1014,3
39996,1338,5
65593,1120,2
53797,1849,3
32069,2031,4
12974,302,4
46234,1968,4
25228,29,5
58509,2097,5
77211,1042,3
7740,1508,1
35793,675,2
37674,511,3
64593,1445,2
27616,1557,3
59154,741,3
66760,563,2
34304,1746,5
55080,1312,3
32983,1250,4
21247,757,4
14364,1497,4
30237,2081,2
32949,1291,4
27270,1474,5
2394,1781,3
70117,1941,1
28960,314,5
55390,2048,5
29314,2071,1
7341,2192,1
46660,2319,5
17267,1187,5
23143,977,5
73254,121,2
42351,225,2
79494,1050,1
1619,2091,4
25565,960,2
66340,511,4
7336,1940,3
50451,1459,5
31786,979,2
50032,2278,5
63202,1076,3
2761,2233,2
1011,327,5
9110,2278,1
14548,412,4
55096,490,3
73792,2126,4
28641,1987,4
58514,1831,2
25410,1162,1
34062,2279,3
36240,1216,4
69284,1437,5
74639,2206,3
50409,1712,5
72470,1809,4
4945,1855,3
36975,271,2
23478,883,5
28554,1641,2
51308,956,3
30847,1791,3
53853,71,3
28683,844,4
55155,694,3
18827,1898,1
19516,1847,1
30217,95,1
26491,697,5
40965,2112,2
5780,30,2
68273,714,2
64775,789,2
22954,239,4
49949,2139,4
26341,1151,4
38993,346,2
67308,1210,5
38519,1560,4
67621,1627,4
35231,121,3
23935,1644,5
21550,709,3
76313,2150,3
12969,1076,3
72928,562,1
41354,1578,4
46619,1364,5
73679,737,5
76648,1301,4
70339,627,1
55047,867,3
14813,1336,2
41600,1682,4
12797,1768,3
34142,160,2
3694,315,3
61596,1867,3
14070,59,3
70861,2160,2
3929,494,3
73584,1544,5
109,517,2
74776,1491,4
57394,1043,5
69283,745,5
735,583,3
65181,896,2
15857,1745,3
26141,1834,3
69780,799,4
66637,1998,3
25125,479,1
55843,596,5
66735,1527,4
21870,168,3
56492,958,1
62775,1971,3
53192,1054,5
39325,1576,1
34210,681,4
70965,1710,1
39019,652,3
42627,1318,5
13778,440,4
49358,1608,2
69313,576,2
61760,1950,4
68407,657,4
65438,947,1
50896,464,4
9222,783,1
35988,1804,5
73790,1724,1
76502,1360,5
78084,2259,5
28133,1688,2
6539,200,5
53449,752,1
50705,177,3
55233,1153,1
6905,481,1
55275,56,2
53455,652,1
72005,2200,3
25818,426,1
32201,1931,5
66135,1919,2
44036,474,5
63845,2020,3
64387,1213,1
36123,369,1
40559,220,2
77187,2058,3
31762,230,1
10027,892,2
26977,1742,1
4696,1496,2
65319,2246,3
2554,289,2
27749,555,3
28614,1314,5
10934,2190,2
52590,74,1
41969,593,4
2851,421,3
35338,363,4
18411,1005,2
62761,2200,4
54116,1735,1
53420,1703,2
48866,641,1
57738,99,3
17916,1122,3
78970,2155,1
61281,1702,4
36285,79,5
78048,1935,3
31204,391,2
13003,362,4
412,1578,1
70167,960,3
20722,928,2
77677,2268,2
44672,1788,3
56220,2169,5
14928,1054,2
29848,1648,2
73261,1390,1
16561,1234,1
10316,1657,5
24191,1836,3
73919,1963,1
67587,429,3
67429,2227,2
15013,1596,3
73476,223,5
1286,2103,5
20681,117,3
11870,47,1
46403,106,1
54002,850,4
68515,492,2
34749,226,4
64243,701,3
12595,2152,3
48146,802,1
53997,176,3
20050,1892,2
2263,1873,2
15589,250,4
14219,2256,1
22863,1655,4
44297,2306,3
15944,2079,1
52128,1325,3
11922,2035,4
58236,2067,1
64355,1140,5
32259,1717,5
34195,166,3
50137,2318,3
45071,1714,3
16667,1857,1
17212,1299,1
52828,1826,4
36035,2013,3
49371,1178,1
22417,1495,5
75187,368,1
13224,2279,4
13844,1630,5
49915,993,2
60543,2047,4
15975,358,3
18540,1104,4
39358,723,5
47549,168,5
49572,555,5
26960,722,1
37185,2172,5
24965,1294,5
45153,219,3
46510,1259,5
12108,1781,5
73022,1236,2
51229,1017,2
1094,1524,4
69438,2073,2
54231,366,4
8557,487,1
20632,1696,1
38635,1699,2
57453,1643,4
38555,1873,5
56995,750,2
21904,2175,2
49419,1347,2
65958,571,2
61937,269,5
75666,1001,3
72203,2042,1
62551,592,5
53194,191,5
61635,525,4
10022,941,2
68903,1827,5
21370,1720,2
34662,1006,2
30492,506,1
37254,502,3
40503,1661,2
33412,1242,3
26716,66,1
42916,70,3
36558,1142,5
29109,971,2
17571,1530,5
9962,1187,5
53292,949,3
337,391,2
29143,630,4
15427,2064,5
63724,411,2
77125,1767,2
70958,2120,5
65896,1925,5
50242,128,2
74831,2094,1
39447,2167,2
62641,865,4
1866,1873,5
20787,1591,3
55357,851,4
59464,1493,1
17861,1253,5
40771,839,3
57357,728,5
10378,670,5
11632,480,2
27294,1835,3
46901,1913,1
68446,321,2
25691,123,4
62145,2032,3
59834,1201,3
7743,865,4
52901,1921,4
12325,2272,4
72132,1980,4
49313,698,5
27653,2310,5
2255,1701,1
72415,728,4
67261,593,5
54625,743,4
69851,77,2
68227,1449,5
30771,1461,3
70099,1954,2
20251,62,5
10675,1899,4
63612,1544,4
35584,1737,3
23164,1558,5
34588,1438,5
18503,2180,4
23218,322,4
58417,1048,4
2599,121,4
50567,2133,3
74815,1221,4
16706,1614,2
8424,658,4
16030,2076,3
14702,2137,1
32420,1599,4
50325,1161,3
4758,1862,2
29765,2016,2
36623,1633,1
64240,709,4
76200,804,5
22036,1940,2
62336,458,5
46605,2177,3
50677,282,3
25524,1702,2
47007,908,3
49423,1303,5
63142,2099,5
42108,1253,5
67462,235,1
56080,1684,4
28393,1464,2
51377,142,4
44658,355,5
38110,2084,1
63992,2101,4
45987,251,3
28866,1628,4
40544,1130,4
47432,420,2
58211,924,3
66695,2134,4
64230,1168,1
30124,492,4
8954,1056,2
56012,599,3
75156,114,4
12697,1511,5
76991,1480,5
34643,1955,5
48026,144,5
1025,1071,1
13310,1422,5
10600,1300,3
67142,1507,3
7079,1715,4
28310,2239,4
57931,732,2
19281,1975,3
67767,740,5
9897,1135,4
16645,676,2
18007,10,3
71772,84,5
7917,37,5
44358,1586,5
35340,612,4
59678,826,1
57781,2279,2
251,2262,5
33005,1456,1
18448,495,5
20284,1106,1
23248,1,2
67083,46,2
23584,500,4
21171,2115,2
63978,1231,4
21065,322,4
34864,1628,5
40866,1975,3
24714,1237,5
58531,2286,3
53388,155,2
59649,2049,1
5675,980,1
30147,1288,3
48961,592,3
4631,559,4
35248,656,5
19158,1375,3
26196,1777,4
128,2031,1
78378,33,5
38932,1482,2
37118,2077,1
45939,17,3
26439,2090,1
27053,1734,2
53814,1713,5
30791,1659,2
34741,190,1
79983,2002,1
51589,1649,4
10866,1647,2
18512,2311,2
51378,1336,5
21220,572,2
2434,988,2
712,1923,5
69151,1208,2
12476,1704,1
9632,110,2
38838,2323,3
8346,2124,4
30578,575,2
18518,239,2
49726,1918,5
63631,1521,3
38834,1432,2
46848,66,2
62126,1612,1
14002,2073,1
3117,214,5
72170,2222,2
730,1994,5
53995,1346,3
54112,1366,1
48018,2032,5
22500,1277,4
55722,953,5
50899,2198,5
43315,1969,5
18922,1144,4
36272,727,3
28418,780,5
43243,1633,3
37377,1938,3
64395,2096,3
56945,472,1
56129,1470,4
1441,1903,3
76415,1069,4
65311,316,3
37368,1810,4
5312,495,4
47398,1388,5
71705,1987,3
17389,2267,2
61793,600,5
12136,777,3
16672,2071,1
1594,1685,3
78429,356,4
10238,1053,3
71834,1927,2
24196,17,2
24516,2292,1
29060,1023,4
58560,1582,4
48250,1861,2
1038,2206,4
77114,1534,1
64429,1953,1
22437,2297,1
22895,280,1
51666,1875,3
3813,1601,1
23423,653,5
33448,25,1
26350,610,5
17975,1247,2
64559,1636,3
21108,862,1
64600,1056,5
74853,588,1
35175,1254,4
60534,812,5
55379,299,5
39595,1396,5
33701,321,1
65385,142,3
7067,627,2
46538,1180,4
26894,1483,2
49192,754,3
565,56,1
16358,756,3
76995,565,2
13566,2075,5
46148,1013,2
48804,726,5
14898,1211,5
50415,2074,2
14099,504,4
27748,1804,3
57065,1355,3
43432,795,4
56197,1568,4
8142,116,1
26258,169,5
22316,1558,5
71446,291,5
20527,1875,5
18961,1470,1
27746,449,2
17688,1721,5
4943,1253,2
40648,547,4
12775,1850,1
18564,1400,3
19542,2212,3
1662,991,3
16786,697,5
20527,1754,4
40082,450,4
22743,1048,3
45163,1312,5
51864,475,1
22057,985,2
5842,1890,1
18562,1875,4
17166,86,5
24355,2131,3
73481,1378,4
1403,955,3
75968,150,1
65968,1772,1
4950,1960,2
39671,1045,2
13108,1706,2
19555,154,1
52748,266,2
29351,253,2
54193,1837,3
33895,559,3
50363,1909,1
22410,847,1
47405,2009,5
44672,1391,3
24100,1720,4
61964,723,2
72517,1876,2
58222,1672,5
26066,96,2
2440,1003,4
70584,1126,5
73747,1338,1
65993,1820,2
32057,63,3
72115,1870,5
21929,382,3
73620,992,1
21952,1064,5
14622,1805,4
52421,1987,1
68308,266,2
20059,330,3
37953,1919,4
18007,658,2
46778,891,5
9162,94,5
29396,999,3
5427,1629,2
845,2230,5
39444,112,4
57567,1492,3
24775,869,1
64364,1647,4
76702,2045,3
58406,1309,2
66022,1737,4
29002,1085,2
71006,1595,2
30258,383,1
7140,2298,2
34263,172,1
42598,2254,1
49382,1445,1
22509,1917,4
68496,302,4
49612,1518,2
69808,2043,4
27108,2102,5
12698,728,2
47935,1015,5
39190,1534,5
40187,177,2
32991,837,2
71334,1425,5
66046,1507,1
5420,1031,4
76893,218,3
47100,1994,5
66606,1482,4
78654,1897,5
23244,2074,2
36324,1199,2
76663,976,1
58740,1390,2
43460,1172,1
8550,640,1
73027,530,3
37645,808,5
19812,974,4
2941,1056,5
46756,409,5
66520,2205,4
31947,547,4
54249,163,4
40670,701,3
72783,1088,4
60906,1659,2
18184,529,2
44416,550,2
60471,412,2
31730,1138,1
41417,1851,3
30175,258,4
15895,1981,4
23298,1780,3
13167,681,1
45206,915,1
59297,834,5
28846,115,2
33,2092,3
56701,1272,1
40377,1947,3
6274,2000,1
49584,889,1
12622,1733,2
3479,2286,2
26019,1535,3
33487,1777,3
68114,969,1
28743,664,2
11103,1153,1
54265,1068,5
6722,134,5
75219,618,2
30173,1995,2
6666,2247,5
74209,531,1
6891,1517,2
45626,1544,5
3078,1689,1
44024,2278,3
23081,1117,5
69628,347,5
60294,1509,4
546,2069,5
24510,769,1
54186,2101,4
9895,422,5
61067,556,4
76303,2109,3
25502,1482,2
1067,360,5
69765,2286,2
48714,731,2
69287,1493,1
37388,1065,2
40247,564,5
70471,1116,1
57568,1878,4
41442,9,5
58396,983,5
43721,480,2
23653,429,3
48905,330,3
5270,1503,1
33152,1687,5
50905,1544,2
75743,2289,4
55206,1892,1
75293,2080,3
78135,1331,3
28465,268,4
71685,1942,1
49419,2187,2
10502,412,5
77717,551,4
43051,2082,1
45293,1661,5
39374,1523,5
30195,821,3
23967,1318,1
64071,899,2
40488,1775,5
1839,2033,5
54642,1971,5
16964,1162,4
44330,1386,3
28510,236,5
36987,1026,2
40006,488,4
7657,1799,3
59208,2275,3
21848,1892,4
8962,528,2
8138,1177,4
68522,2243,2
5526,1783,3
3630,480,1
69943,1113,5
26729,1754,3
2503,1446,1
54907,1032,5
61569,2237,1
51270,753,2
62881,206,4
53333,27,3
47078,1432,1
50893,1453,3
1898,1980,1
78780,1243,1
23536,1113,4
20038,2240,1
31210,1460,5
68821,1454,3
14149,1220,1
24806,1357,4
33517,571,2
20565,1340,2
13303,2107,5
31486,585,1
46919,1020,3
60917,706,5
66488,1552,4
24249,554,2
42165,746,2
2316,2154,3
47563,1333,1
31366,871,3
76141,253,5
69146,642,5
4061,937,2
34332,1209,5
44461,2106,1
27512,2079,5
52554,2042,4
31094,2026,1
18159,1099,1
76302,903,2
74706,1275,1
14385,2162,1
38583,1937,4
66763,1245,4
56988,637,1
25670,531,1
79629,991,4
53396,567,4
40643,646,1
43966,1681,1
60681,2260,2
17299,954,5
64925,1950,3
27045,735,4
72735,1674,4
24201,1217,5
55781,1139,2
28173,970,4
65290,714,4
54446,1603,5
53293,1556,4
76142,1917,4
53000,81,4
72149,986,3
47441,794,2
29918,2041,2
64713,645,1
44851,2195,1
79166,1053,3
9563,1408,5
38295,398,3
23605,1208,5
44152,1095,5
13544,1945,5
16582,211,1
65137,282,3
31945,1294,5
2009,668,5
52675,959,1
71669,1822,5
2204,159,4
21342,285,3
41362,1809,4
12035,218,4
70208,1407,3
61272,1966,5
38654,1376,4
19612,2026,4
69343,1130,4
76201,1792,2
75438,1707,4
23838,2262,5
13179,715,1
24076,354,2
39626,164,5
47176,1422,2
4799,1382,5
42615,920,4
63981,297,3
4663,1629,5
33786,1424,1
73290,1555,2
9035,207,2
31259,427,3
14394,1283,2
46853,2271,4
44483,2218,2
992,416,4
69587,2266,5
49938,245,5
23176,2064,5
68251,599,4
77646,1526,3
25473,1279,1
6711,341,2
19891,2097,2
59330,1187,1
44713,275,5
29426,810,2
23060,1359,2
13223,431,5
64778,283,3
3084,1620,4
27628,44,2
17729,957,3
7685,2269,1
17471,1067,3
10269,1852,3
55824,554,1
61562,184,5
25343,1262,3
75225,2146,2
70583,1299,2
30467,1538,3
65833,1382,4
46950,838,4
14789,59,3
52918,1655,1
26550,1771,4
36570,594,2
72668,1411,5
16032,2161,3
64879,1906,1
8931,1383,1
18984,606,3
26569,1944,2
49557,1985,1
47446,1366,2
48323,1335,5
21749,736,3
79481,2268,4
43709,374,5
33436,1913,4
40699,113,2
1668,274,5
23891,1958,2
66418,1058,2
56201,2175,5
16503,1166,2
40223,2139,4
35407,599,3
41505,1506,4
70369,1352,3
23712,3,2
63738,1860,5
43858,688,2
45892,16,1
58940,2112,5
33088,1673,1
19650,1041,4
24522,475,2
10184,2144,5
37216,149,2
34370,358,1
34322,2077,5
26120,498,3
18152,1685,4
32878,442,1
63283,975,3
18863,128,1
18022,2288,1
61364,421,4
10379,876,1
42992,1078,1
48161,1337,5
1718,1723,3
72052,1419,2
13144,1081,1
30030,1724,2
30985,170,5
39742,1648,2
64817,537,3
66107,1681,2
2071,1980,2
29336,610,3
47109,57,4
60762,2229,5
40452,1348,4
14142,1231,4
1174,674,4
58014,2289,4
58973,216,5
73370,281,5
32384,182,3
42760,1617,4
70147,1071,4
6353,267,1
4295,1029,3
39924,1181,5
8465,1927,2
30103,752,1
46616,2201,2
25891,1330,1
57300,1158,4
54873,826,2
24410,1677,4
19156,1281,5
39602,801,3
5080,1136,3
101,2231,1
71666,1894,3
70689,623,1
60234,388,4
41454,242,1
14173,991,5
71143,593,4
51840,775,3
56020,703,1
50161,245,3
22558,57,4
30324,206,3
49219,1622,5
19849,156,5
27696,180,5
76729,1780,5
2290,643,1
70970,185,2
7330,1873,3
12338,389,3
15695,434,3
70985,1005,2
77178,1377,2
25249,1082,4
68693,1261,5
71768,490,5
43242,1352,2
69677,1638,4
31578,1011,4
75320,95,2
28495,2270,4
6934,539,3
5757,62,1
43777,974,2
24123,1098,5
39925,709,5
897,1736,5
71041,2135,2
37567,139,3
31148,1451,1
